86,67
94,63
102,67
110,63
118,67
126,63
134,67
142,63
150,67
158,63
166,67
174,63
182,67
190,63
198,67
206,63
214,67
222,63
230,67
238,63
246,67
254,63
262,67
270,63
278,67
286,63
294,67
302,63
310,67
318,63
326,67
334,63
342,67
350,63
358,67
366,63
374,67
382,63
390,67
398,63
406,67
414,63
422,67
430,63
438,67
446,63
454,67
462,63
470,67
478,63
486,67
494,63
502,67
510,63
518,67
526,63
534,67
542,63
550,67
558,63
566,67
574,63
582,67
590,63
598,67
606,63
614,67
622,63
630,67
638,63
646,67
654,63
662,67
670,63
678,67
686,63
694,67
702,63
710,67
718,63
726,67
734,63
742,67
750,63
758,67
766,63
774,67
782,63
790,67
798,63
806,67
814,63
822,67
830,63
838,67
846,63
854,67
862,63
870,67
878,63
886,67
894,63
902,67
910,63
918,67
926,63
934,67
942,63
950,67
958,63
966,67
974,63
982,67
990,63
998,67
1006,63
1014,67
1022,63
1030,67
1038,63
1046,67
1054,63
1062,67
1070,63
1078,67
1086,63
1094,67
1102,63
1110,67
1118,63
1126,67
1134,63
1142,67
1150,63
1158,67
1166,63
1174,67
1182,63
1190,67
1198,63
1206,67
1214,63
1222,67
1230,63
1238,67
1246,63
1254,67
1262,63
1270,67
1278,63
1286,67
1294,63
1302,67
1310,63
1318,67
1326,63
1334,67
1342,63
1350,67
1358,63
1366,67
1374,63
1382,67
1390,63
1398,67
1406,63
1414,67
1422,63
1430,67
1438,63
1446,67
1454,63
1462,67
1470,63
1478,67
1486,63
1494,67
1502,63
1510,67
1518,63
1526,67
1534,63
1542,67
1550,63
1558,67
1566,63
1574,67
1582,63
1590,67
1598,63
1606,67
1614,63
1622,67
1630,63
1638,67
1646,63
1654,67
1662,63
1670,67
1678,63
1686,67
1694,63
1702,67
1710,63
1718,67
1726,63
1734,67
1742,63
1750,67
1758,63
1766,67
1774,63
1782,67
1790,63
1798,67
1806,63
1814,67
1822,63
1830,67
1838,63
1846,67
1854,63
1862,67
1870,63
1878,67
1886,63
1894,67
1902,63
1910,67
1918,63
1926,67
1934,63
1942,67
1950,63
1958,67
1966,63
1974,67
1982,63
1990,67
1998,63
2006,67
2014,63
2022,67
2030,63
2038,67
2046,63
2054,67
2062,63
2070,67
2078,63
2086,67
2094,63
2102,67
2110,63
2118,67
2126,63
2134,67
2142,63
2150,67
2158,63
2166,67
2174,63
2182,67
2190,63
2198,67
2206,63
2214,67
2222,63
2230,67
2238,63
2246,67
2254,63
2262,67
2270,63
2278,67
2286,63
2294,67
2302,63
2310,67
2318,63
2326,67
2334,63
2342,67
2350,63
2358,67
2366,63
2374,67
2382,63
2390,67
2398,63
2406,67
2414,63
2422,67
2430,63
2438,67
2446,63
2454,67
2462,63
2470,67
2478,63
2486,67
2494,63
2502,67
2510,63
2518,67
2526,63
2534,67
2542,63
2550,67
2558,63
2566,67
2574,63
2582,67
2590,63
2598,67
2606,63
2614,67
2622,63
2630,67
2638,63
2646,67
2654,63
2662,67
2670,63
2678,67
2686,63
2694,67
2702,63
2710,67
2718,63
2726,67
2734,63
2742,67
2750,63
2758,67
2766,63
2774,67
2782,63
2790,67
2798,63
2806,67
2814,63
2822,67
2830,63
2838,67
2846,63
2854,67
2862,63
2870,67
2878,63
2886,67
2894,63
2902,67
2910,63
2918,67
2926,63
2934,67
2942,63
2950,67
2958,63
2966,67
2974,63
2982,67
2990,63
2998,67
3006,63
3014,67
3022,63
3030,67
3038,63
3046,67
3054,63
3062,67
3070,63
3078,67
3086,63
3094,67
3102,63
3110,67
3118,63
3126,67
3134,63
3142,67
3150,63
3158,67
3166,63
3174,67
3182,63
3190,67
3198,63
3206,67
3214,63
3222,67
3230,63
3238,67
3246,63
3254,67
3262,63
3270,67
3278,63
3286,67
3294,63
3302,67
3310,63
3318,67
3326,63
3334,67
3342,63
3350,67
3358,63
3366,67
3374,63
3382,67
3390,63
3398,67
3406,63
86,75
94,71
102,75
110,71
118,75
126,71
134,75
142,71
150,75
158,71
166,75
174,71
182,75
190,71
198,75
206,71
214,75
222,71
230,75
238,71
246,75
254,71
262,75
270,71
278,75
286,71
294,75
302,71
310,75
318,71
326,75
334,71
342,75
350,71
358,75
366,71
374,75
382,71
390,75
398,71
406,75
414,71
422,75
430,71
438,75
446,71
454,75
462,71
470,75
478,71
486,75
494,71
502,75
510,71
518,75
526,71
534,75
542,71
550,75
558,71
566,75
574,71
582,75
590,71
598,75
606,71
614,75
622,71
630,75
638,71
646,75
654,71
662,75
670,71
678,75
686,71
694,75
702,71
710,75
718,71
726,75
734,71
742,75
750,71
758,75
766,71
774,75
782,71
790,75
798,71
806,75
814,71
822,75
830,71
838,75
846,71
854,75
862,71
870,75
878,71
886,75
894,71
902,75
910,71
918,75
926,71
934,75
942,71
